Tue Jun 16 05:37:18 PM EDT 2026
host=c1000a-s25.ufhpc
pwd=/blue/guralnick/share/r.dinnage/Projects/phenovision
[single] PREADAPT_ARGS supplied (REDESIGN single-run path).
[single] args: --condition mae --variant adamw --shared-tokenizer mae --seed 42 --num_epochs 15 --batch_size 768 --phase2_batch_size 384 --blr 0.0005 --weight_decay 0.05 --max_train_samples 214000 --sampler_delta 0.01 --sampler_min_step 5 --sampler_max_step 200 --backpressure-high 6 --backpressure-low 2 --demo_kappa 1 --demo_warmup 200 --val_every_n 100 --projection_dim 8192 --retention_latest_keep 2
============================================================
PhenoVision preadapt trainer (pretraining-as-preadaptation)
============================================================
  run_id           : mae__adamw__s42
  condition        : mae
  variant          : adamw
  shared-tokenizer : mae
  seed             : 42
  output_dir       : /blue/guralnick/share/r.dinnage/Projects/phenovision/xAI/py/../../xAI/output/preadapt/mae__adamw__s42
  epochs           : 15

Device: cuda:0
Loading data...
  [TEST MODE] Limited training to 214000 samples
  Training images: 214000
  Validation subset: 10000
  Representation subset: 1000
[preadapt_models] init_model(condition='mae', exact_control_tokenizer=False): 303,303,682 params (303,303,682 currently trainable, pre-freeze).
[preadapt_train] applied MAE shared input stage (patch_embed + pos_embed).

============================================================
PHASE 1: Frozen Backbone (Equalization = ecological fitting)
============================================================
  Trainable parameters (head only): 2,050
  [420/557] loss=0.4572 upd_norm=1.9384 disp=101.3713 sampler=0.0065 lr=0.000288
  EMIT ckpt step=3996 reason=displacement on_ladder=True -> step00003996.pt
  VAL step=4000 (p2=2100) val_loss=0.3892 auc_pr_mean=0.7133
  EMIT ckpt step=4001 reason=displacement on_ladder=True -> step00004001.pt
  EMIT ckpt step=4006 reason=displacement on_ladder=True -> step00004006.pt
  EMIT ckpt step=4011 reason=displacement on_ladder=True -> step00004011.pt
  [440/557] loss=0.4556 upd_norm=1.3350 disp=101.5738 sampler=0.0055 lr=0.000284
  EMIT ckpt step=4016 reason=displacement on_ladder=True -> step00004016.pt
  EMIT ckpt step=4021 reason=displacement on_ladder=True -> step00004021.pt
  EMIT ckpt step=4026 reason=displacement on_ladder=True -> step00004026.pt
  EMIT ckpt step=4031 reason=displacement on_ladder=True -> step00004031.pt
  [460/557] loss=0.4568 upd_norm=0.3689 disp=101.7655 sampler=0.0053 lr=0.000279
  EMIT ckpt step=4036 reason=displacement on_ladder=True -> step00004036.pt
  EMIT ckpt step=4041 reason=displacement on_ladder=True -> step00004041.pt
  EMIT ckpt step=4046 reason=displacement on_ladder=True -> step00004046.pt
  EMIT ckpt step=4051 reason=displacement on_ladder=True -> step00004051.pt
  [480/557] loss=0.4500 upd_norm=0.8695 disp=101.9606 sampler=0.0068 lr=0.000275
  EMIT ckpt step=4056 reason=displacement on_ladder=True -> step00004056.pt
  EMIT ckpt step=4061 reason=displacement on_ladder=True -> step00004061.pt
  EMIT ckpt step=4066 reason=displacement on_ladder=True -> step00004066.pt
  EMIT ckpt step=4071 reason=displacement on_ladder=True -> step00004071.pt
  [500/557] loss=0.4416 upd_norm=0.7846 disp=102.1712 sampler=0.0054 lr=0.000271
  EMIT ckpt step=4076 reason=displacement on_ladder=True -> step00004076.pt
  EMIT ckpt step=4081 reason=displacement on_ladder=True -> step00004081.pt
  EMIT ckpt step=4086 reason=displacement on_ladder=True -> step00004086.pt
  EMIT ckpt step=4091 reason=displacement on_ladder=True -> step00004091.pt
  [520/557] loss=0.4595 upd_norm=1.0786 disp=102.3598 sampler=0.0041 lr=0.000267
  EMIT ckpt step=4096 reason=displacement on_ladder=True -> step00004096.pt
  VAL step=4100 (p2=2200) val_loss=0.3919 auc_pr_mean=0.7209
  EMIT ckpt step=4101 reason=displacement on_ladder=True -> step00004101.pt
  EMIT ckpt step=4106 reason=displacement on_ladder=True -> step00004106.pt
  EMIT ckpt step=4111 reason=displacement on_ladder=True -> step00004111.pt
  [540/557] loss=0.5166 upd_norm=1.0192 disp=102.5385 sampler=0.0062 lr=0.000263
  EMIT ckpt step=4116 reason=displacement on_ladder=True -> step00004116.pt
  EMIT ckpt step=4121 reason=displacement on_ladder=True -> step00004121.pt
  EMIT ckpt step=4126 reason=displacement on_ladder=True -> step00004126.pt
  EMIT ckpt step=4128 reason=epoch_end on_ladder=True -> step00004128.pt

--- Phase 2, Epoch 11 (P2 epoch 4) ---
  [0/557] loss=0.4763 upd_norm=0.7856 disp=102.7164 sampler=0.0043 lr=0.000260
  EMIT ckpt step=4133 reason=displacement on_ladder=True -> step00004133.pt
  EMIT ckpt step=4138 reason=displacement on_ladder=True -> step00004138.pt
  EMIT ckpt step=4143 reason=displacement on_ladder=True -> step00004143.pt
  EMIT ckpt step=4148 reason=displacement on_ladder=True -> step00004148.pt
  BACKPRESSURE: 7 pending > high (6), pausing training (waiting for collectors to drain below 2; polling every 15s).
  BACKPRESSURE cleared — 1 pending < low (2); resuming training.
  [20/557] loss=0.4315 upd_norm=0.7223 disp=102.8932 sampler=0.0046 lr=0.000256
  EMIT ckpt step=4153 reason=displacement on_ladder=True -> step00004153.pt
  EMIT ckpt step=4158 reason=displacement on_ladder=True -> step00004158.pt
  EMIT ckpt step=4163 reason=displacement on_ladder=True -> step00004163.pt
  EMIT ckpt step=4168 reason=displacement on_ladder=True -> step00004168.pt
  [40/557] loss=0.4442 upd_norm=0.6780 disp=103.0712 sampler=0.0044 lr=0.000252
  EMIT ckpt step=4173 reason=displacement on_ladder=True -> step00004173.pt
  EMIT ckpt step=4178 reason=displacement on_ladder=True -> step00004178.pt
  EMIT ckpt step=4183 reason=displacement on_ladder=True -> step00004183.pt
  EMIT ckpt step=4188 reason=displacement on_ladder=True -> step00004188.pt
  [60/557] loss=0.4987 upd_norm=0.7515 disp=103.2829 sampler=0.0051 lr=0.000248
  EMIT ckpt step=4193 reason=displacement on_ladder=True -> step00004193.pt
  EMIT ckpt step=4198 reason=displacement on_ladder=True -> step00004198.pt
  VAL step=4200 (p2=2300) val_loss=0.3936 auc_pr_mean=0.7176
  EMIT ckpt step=4203 reason=displacement on_ladder=True -> step00004203.pt
  EMIT ckpt step=4208 reason=displacement on_ladder=True -> step00004208.pt
  [80/557] loss=0.4585 upd_norm=1.1029 disp=103.4632 sampler=0.0043 lr=0.000244
  EMIT ckpt step=4213 reason=displacement on_ladder=True -> step00004213.pt
  EMIT ckpt step=4218 reason=displacement on_ladder=True -> step00004218.pt
  EMIT ckpt step=4223 reason=displacement on_ladder=True -> step00004223.pt
  EMIT ckpt step=4228 reason=displacement on_ladder=True -> step00004228.pt
  [100/557] loss=0.4419 upd_norm=0.9301 disp=103.6208 sampler=0.0051 lr=0.000240
  EMIT ckpt step=4233 reason=displacement on_ladder=True -> step00004233.pt
  EMIT ckpt step=4238 reason=displacement on_ladder=True -> step00004238.pt
  EMIT ckpt step=4243 reason=displacement on_ladder=True -> step00004243.pt
  EMIT ckpt step=4248 reason=displacement on_ladder=True -> step00004248.pt
  [120/557] loss=0.4393 upd_norm=0.7923 disp=103.7923 sampler=0.0052 lr=0.000236
  EMIT ckpt step=4253 reason=displacement on_ladder=True -> step00004253.pt
  EMIT ckpt step=4258 reason=displacement on_ladder=True -> step00004258.pt
  EMIT ckpt step=4263 reason=displacement on_ladder=True -> step00004263.pt
  EMIT ckpt step=4268 reason=displacement on_ladder=True -> step00004268.pt
  [140/557] loss=0.4709 upd_norm=0.5877 disp=103.9470 sampler=0.0038 lr=0.000232
  EMIT ckpt step=4273 reason=displacement on_ladder=True -> step00004273.pt
  EMIT ckpt step=4278 reason=displacement on_ladder=True -> step00004278.pt
  EMIT ckpt step=4283 reason=displacement on_ladder=True -> step00004283.pt
  EMIT ckpt step=4288 reason=displacement on_ladder=True -> step00004288.pt
  [160/557] loss=0.3968 upd_norm=0.4401 disp=104.0915 sampler=0.0049 lr=0.000228
  EMIT ckpt step=4293 reason=displacement on_ladder=True -> step00004293.pt
  EMIT ckpt step=4298 reason=displacement on_ladder=True -> step00004298.pt
  VAL step=4300 (p2=2400) val_loss=0.3832 auc_pr_mean=0.7226
  EMIT ckpt step=4303 reason=displacement on_ladder=True -> step00004303.pt
  EMIT ckpt step=4308 reason=displacement on_ladder=True -> step00004308.pt
  [180/557] loss=0.4804 upd_norm=1.8765 disp=104.2524 sampler=0.0046 lr=0.000224
  EMIT ckpt step=4313 reason=displacement on_ladder=True -> step00004313.pt
  EMIT ckpt step=4318 reason=displacement on_ladder=True -> step00004318.pt
  EMIT ckpt step=4323 reason=displacement on_ladder=True -> step00004323.pt
  EMIT ckpt step=4328 reason=displacement on_ladder=True -> step00004328.pt
  [200/557] loss=0.4491 upd_norm=0.6933 disp=104.4044 sampler=0.0053 lr=0.000220
  EMIT ckpt step=4333 reason=displacement on_ladder=True -> step00004333.pt
  EMIT ckpt step=4338 reason=displacement on_ladder=True -> step00004338.pt
  EMIT ckpt step=4343 reason=displacement on_ladder=True -> step00004343.pt
  EMIT ckpt step=4348 reason=displacement on_ladder=True -> step00004348.pt
  [220/557] loss=0.4699 upd_norm=0.2469 disp=104.5321 sampler=0.0041 lr=0.000217
  EMIT ckpt step=4353 reason=displacement on_ladder=True -> step00004353.pt
  EMIT ckpt step=4358 reason=displacement on_ladder=True -> step00004358.pt
  EMIT ckpt step=4363 reason=displacement on_ladder=True -> step00004363.pt
  EMIT ckpt step=4368 reason=displacement on_ladder=True -> step00004368.pt
  [240/557] loss=0.4738 upd_norm=1.0281 disp=104.6417 sampler=0.0034 lr=0.000213
  EMIT ckpt step=4373 reason=displacement on_ladder=True -> step00004373.pt
  EMIT ckpt step=4378 reason=displacement on_ladder=True -> step00004378.pt
  EMIT ckpt step=4383 reason=displacement on_ladder=True -> step00004383.pt
  EMIT ckpt step=4388 reason=displacement on_ladder=True -> step00004388.pt
  [260/557] loss=0.4299 upd_norm=0.4049 disp=104.7795 sampler=0.0037 lr=0.000209
  EMIT ckpt step=4393 reason=displacement on_ladder=True -> step00004393.pt
  EMIT ckpt step=4398 reason=displacement on_ladder=True -> step00004398.pt
  VAL step=4400 (p2=2500) val_loss=0.3822 auc_pr_mean=0.7282
  EMIT ckpt step=4403 reason=displacement on_ladder=True -> step00004403.pt
  EMIT ckpt step=4408 reason=displacement on_ladder=True -> step00004408.pt
  [280/557] loss=0.4539 upd_norm=0.8189 disp=104.9166 sampler=0.0052 lr=0.000205
  EMIT ckpt step=4413 reason=displacement on_ladder=True -> step00004413.pt
  EMIT ckpt step=4418 reason=displacement on_ladder=True -> step00004418.pt
  EMIT ckpt step=4423 reason=displacement on_ladder=True -> step00004423.pt
  EMIT ckpt step=4428 reason=displacement on_ladder=True -> step00004428.pt
  [300/557] loss=0.4288 upd_norm=0.6590 disp=105.0440 sampler=0.0044 lr=0.000201
  EMIT ckpt step=4433 reason=displacement on_ladder=True -> step00004433.pt
  EMIT ckpt step=4438 reason=displacement on_ladder=True -> step00004438.pt
  EMIT ckpt step=4443 reason=displacement on_ladder=True -> step00004443.pt
  EMIT ckpt step=4448 reason=displacement on_ladder=True -> step00004448.pt
  [320/557] loss=0.4240 upd_norm=0.9457 disp=105.1542 sampler=0.0039 lr=0.000198
  EMIT ckpt step=4453 reason=displacement on_ladder=True -> step00004453.pt
  EMIT ckpt step=4458 reason=displacement on_ladder=True -> step00004458.pt
  EMIT ckpt step=4463 reason=displacement on_ladder=True -> step00004463.pt
  EMIT ckpt step=4468 reason=displacement on_ladder=True -> step00004468.pt
  [340/557] loss=0.4325 upd_norm=0.4142 disp=105.2745 sampler=0.0041 lr=0.000194
  EMIT ckpt step=4473 reason=displacement on_ladder=True -> step00004473.pt
  EMIT ckpt step=4478 reason=displacement on_ladder=True -> step00004478.pt
  EMIT ckpt step=4483 reason=displacement on_ladder=True -> step00004483.pt
  EMIT ckpt step=4488 reason=displacement on_ladder=True -> step00004488.pt
  [360/557] loss=0.4561 upd_norm=0.3229 disp=105.3923 sampler=0.0042 lr=0.000190
  EMIT ckpt step=4493 reason=displacement on_ladder=True -> step00004493.pt
  EMIT ckpt step=4498 reason=displacement on_ladder=True -> step00004498.pt
  VAL step=4500 (p2=2600) val_loss=0.3810 auc_pr_mean=0.7271
  EMIT ckpt step=4503 reason=displacement on_ladder=True -> step00004503.pt
  EMIT ckpt step=4508 reason=displacement on_ladder=True -> step00004508.pt
  [380/557] loss=0.4685 upd_norm=0.4568 disp=105.5135 sampler=0.0036 lr=0.000187
  EMIT ckpt step=4513 reason=displacement on_ladder=True -> step00004513.pt
  EMIT ckpt step=4518 reason=displacement on_ladder=True -> step00004518.pt
  EMIT ckpt step=4523 reason=displacement on_ladder=True -> step00004523.pt
  EMIT ckpt step=4528 reason=displacement on_ladder=True -> step00004528.pt
  [400/557] loss=0.4516 upd_norm=0.9168 disp=105.6174 sampler=0.0035 lr=0.000183
  EMIT ckpt step=4533 reason=displacement on_ladder=True -> step00004533.pt
  EMIT ckpt step=4538 reason=displacement on_ladder=True -> step00004538.pt
  EMIT ckpt step=4543 reason=displacement on_ladder=True -> step00004543.pt
  EMIT ckpt step=4548 reason=displacement on_ladder=True -> step00004548.pt
  [420/557] loss=0.4895 upd_norm=0.3820 disp=105.7281 sampler=0.0039 lr=0.000179
  EMIT ckpt step=4553 reason=displacement on_ladder=True -> step00004553.pt
  EMIT ckpt step=4558 reason=displacement on_ladder=True -> step00004558.pt
  EMIT ckpt step=4563 reason=displacement on_ladder=True -> step00004563.pt
  EMIT ckpt step=4568 reason=displacement on_ladder=True -> step00004568.pt
  [440/557] loss=0.4006 upd_norm=0.3694 disp=105.8609 sampler=0.0051 lr=0.000176
  EMIT ckpt step=4573 reason=displacement on_ladder=True -> step00004573.pt
  EMIT ckpt step=4578 reason=displacement on_ladder=True -> step00004578.pt
  EMIT ckpt step=4583 reason=displacement on_ladder=True -> step00004583.pt
  EMIT ckpt step=4588 reason=displacement on_ladder=True -> step00004588.pt
  [460/557] loss=0.4683 upd_norm=0.3540 disp=105.9608 sampler=0.0042 lr=0.000172
  EMIT ckpt step=4593 reason=displacement on_ladder=True -> step00004593.pt
  EMIT ckpt step=4598 reason=displacement on_ladder=True -> step00004598.pt
  VAL step=4600 (p2=2700) val_loss=0.3807 auc_pr_mean=0.7307
  EMIT ckpt step=4603 reason=displacement on_ladder=True -> step00004603.pt
  EMIT ckpt step=4608 reason=displacement on_ladder=True -> step00004608.pt
  [480/557] loss=0.4466 upd_norm=0.5806 disp=106.0657 sampler=0.0030 lr=0.000169
  EMIT ckpt step=4613 reason=displacement on_ladder=True -> step00004613.pt
  EMIT ckpt step=4618 reason=displacement on_ladder=True -> step00004618.pt
  EMIT ckpt step=4623 reason=displacement on_ladder=True -> step00004623.pt
  EMIT ckpt step=4628 reason=displacement on_ladder=True -> step00004628.pt
  [500/557] loss=0.4742 upd_norm=0.3006 disp=106.1612 sampler=0.0042 lr=0.000165
  EMIT ckpt step=4633 reason=displacement on_ladder=True -> step00004633.pt
  EMIT ckpt step=4638 reason=displacement on_ladder=True -> step00004638.pt
  EMIT ckpt step=4643 reason=displacement on_ladder=True -> step00004643.pt
  EMIT ckpt step=4648 reason=displacement on_ladder=True -> step00004648.pt
  [520/557] loss=0.4568 upd_norm=0.7057 disp=106.2450 sampler=0.0037 lr=0.000162
  EMIT ckpt step=4653 reason=displacement on_ladder=True -> step00004653.pt
  EMIT ckpt step=4658 reason=displacement on_ladder=True -> step00004658.pt
  EMIT ckpt step=4663 reason=displacement on_ladder=True -> step00004663.pt
  EMIT ckpt step=4668 reason=displacement on_ladder=True -> step00004668.pt
  [540/557] loss=0.4513 upd_norm=0.3797 disp=106.3599 sampler=0.0038 lr=0.000158
  EMIT ckpt step=4673 reason=displacement on_ladder=True -> step00004673.pt
  EMIT ckpt step=4678 reason=displacement on_ladder=True -> step00004678.pt
  EMIT ckpt step=4683 reason=displacement on_ladder=True -> step00004683.pt
  EMIT ckpt step=4685 reason=epoch_end on_ladder=True -> step00004685.pt

--- Phase 2, Epoch 12 (P2 epoch 5) ---
  [0/557] loss=0.4519 upd_norm=0.9632 disp=106.4211 sampler=0.0042 lr=0.000155
  EMIT ckpt step=4690 reason=displacement on_ladder=True -> step00004690.pt
  EMIT ckpt step=4695 reason=displacement on_ladder=True -> step00004695.pt
  EMIT ckpt step=4700 reason=displacement on_ladder=True -> step00004700.pt
  VAL step=4700 (p2=2800) val_loss=0.3780 auc_pr_mean=0.7310
  EMIT ckpt step=4705 reason=displacement on_ladder=True -> step00004705.pt
  [20/557] loss=0.4671 upd_norm=0.6602 disp=106.5088 sampler=0.0034 lr=0.000152
  EMIT ckpt step=4710 reason=displacement on_ladder=True -> step00004710.pt
  EMIT ckpt step=4715 reason=displacement on_ladder=True -> step00004715.pt
  EMIT ckpt step=4720 reason=displacement on_ladder=True -> step00004720.pt
  EMIT ckpt step=4725 reason=displacement on_ladder=True -> step00004725.pt
  [40/557] loss=0.4231 upd_norm=0.5217 disp=106.6021 sampler=0.0031 lr=0.000149
  EMIT ckpt step=4730 reason=displacement on_ladder=True -> step00004730.pt
  EMIT ckpt step=4735 reason=displacement on_ladder=True -> step00004735.pt
  EMIT ckpt step=4740 reason=displacement on_ladder=True -> step00004740.pt
  EMIT ckpt step=4745 reason=displacement on_ladder=True -> step00004745.pt
  [60/557] loss=0.4402 upd_norm=0.6928 disp=106.6881 sampler=0.0027 lr=0.000145
  EMIT ckpt step=4750 reason=displacement on_ladder=True -> step00004750.pt
  EMIT ckpt step=4755 reason=displacement on_ladder=True -> step00004755.pt
  EMIT ckpt step=4760 reason=displacement on_ladder=True -> step00004760.pt
  EMIT ckpt step=4765 reason=displacement on_ladder=True -> step00004765.pt
  [80/557] loss=0.4269 upd_norm=0.8516 disp=106.7648 sampler=0.0031 lr=0.000142
  EMIT ckpt step=4770 reason=displacement on_ladder=True -> step00004770.pt
  EMIT ckpt step=4775 reason=displacement on_ladder=True -> step00004775.pt
  EMIT ckpt step=4780 reason=displacement on_ladder=True -> step00004780.pt
  EMIT ckpt step=4785 reason=displacement on_ladder=True -> step00004785.pt
  [100/557] loss=0.4554 upd_norm=0.3973 disp=106.8485 sampler=0.0025 lr=0.000139
  EMIT ckpt step=4790 reason=displacement on_ladder=True -> step00004790.pt
  EMIT ckpt step=4795 reason=displacement on_ladder=True -> step00004795.pt
  EMIT ckpt step=4800 reason=displacement on_ladder=True -> step00004800.pt
  VAL step=4800 (p2=2900) val_loss=0.3786 auc_pr_mean=0.7335
  EMIT ckpt step=4805 reason=displacement on_ladder=True -> step00004805.pt
  [120/557] loss=0.4229 upd_norm=1.2934 disp=106.9207 sampler=0.0040 lr=0.000135
  EMIT ckpt step=4810 reason=displacement on_ladder=True -> step00004810.pt
  EMIT ckpt step=4815 reason=displacement on_ladder=True -> step00004815.pt
  EMIT ckpt step=4820 reason=displacement on_ladder=True -> step00004820.pt
  EMIT ckpt step=4825 reason=displacement on_ladder=True -> step00004825.pt
  [140/557] loss=0.3947 upd_norm=0.8131 disp=107.0024 sampler=0.0039 lr=0.000132
  EMIT ckpt step=4830 reason=displacement on_ladder=True -> step00004830.pt
  EMIT ckpt step=4835 reason=displacement on_ladder=True -> step00004835.pt
  EMIT ckpt step=4840 reason=displacement on_ladder=True -> step00004840.pt
  EMIT ckpt step=4845 reason=displacement on_ladder=True -> step00004845.pt
  [160/557] loss=0.4774 upd_norm=0.7177 disp=107.0799 sampler=0.0031 lr=0.000129
  EMIT ckpt step=4850 reason=displacement on_ladder=True -> step00004850.pt
  EMIT ckpt step=4855 reason=displacement on_ladder=True -> step00004855.pt
  EMIT ckpt step=4860 reason=displacement on_ladder=True -> step00004860.pt
  EMIT ckpt step=4865 reason=displacement on_ladder=True -> step00004865.pt
  [180/557] loss=0.4601 upd_norm=0.6616 disp=107.1391 sampler=0.0029 lr=0.000126
  EMIT ckpt step=4870 reason=displacement on_ladder=True -> step00004870.pt
  EMIT ckpt step=4875 reason=displacement on_ladder=True -> step00004875.pt
  EMIT ckpt step=4880 reason=displacement on_ladder=True -> step00004880.pt
  EMIT ckpt step=4885 reason=displacement on_ladder=True -> step00004885.pt
  [200/557] loss=0.4347 upd_norm=0.6885 disp=107.2172 sampler=0.0028 lr=0.000123
  EMIT ckpt step=4890 reason=displacement on_ladder=True -> step00004890.pt
  EMIT ckpt step=4895 reason=displacement on_ladder=True -> step00004895.pt
  EMIT ckpt step=4900 reason=displacement on_ladder=True -> step00004900.pt
  VAL step=4900 (p2=3000) val_loss=0.3716 auc_pr_mean=0.7385
  EMIT ckpt step=4905 reason=displacement on_ladder=True -> step00004905.pt
  [220/557] loss=0.4963 upd_norm=0.9655 disp=107.3052 sampler=0.0037 lr=0.000120
  EMIT ckpt step=4910 reason=displacement on_ladder=True -> step00004910.pt
  EMIT ckpt step=4915 reason=displacement on_ladder=True -> step00004915.pt
  EMIT ckpt step=4920 reason=displacement on_ladder=True -> step00004920.pt
  EMIT ckpt step=4925 reason=displacement on_ladder=True -> step00004925.pt
  [240/557] loss=0.4448 upd_norm=0.8113 disp=107.3591 sampler=0.0023 lr=0.000117
  EMIT ckpt step=4930 reason=displacement on_ladder=True -> step00004930.pt
  EMIT ckpt step=4935 reason=displacement on_ladder=True -> step00004935.pt
  EMIT ckpt step=4940 reason=displacement on_ladder=True -> step00004940.pt
  EMIT ckpt step=4945 reason=displacement on_ladder=True -> step00004945.pt
  [260/557] loss=0.4228 upd_norm=1.0592 disp=107.4083 sampler=0.0027 lr=0.000113
  EMIT ckpt step=4950 reason=displacement on_ladder=True -> step00004950.pt
  EMIT ckpt step=4955 reason=displacement on_ladder=True -> step00004955.pt
  EMIT ckpt step=4960 reason=displacement on_ladder=True -> step00004960.pt
  EMIT ckpt step=4965 reason=displacement on_ladder=True -> step00004965.pt
  [280/557] loss=0.4721 upd_norm=0.4487 disp=107.4699 sampler=0.0023 lr=0.000110
  EMIT ckpt step=4970 reason=displacement on_ladder=True -> step00004970.pt
  EMIT ckpt step=4976 reason=displacement on_ladder=True -> step00004976.pt
  EMIT ckpt step=4982 reason=displacement on_ladder=True -> step00004982.pt
  [300/557] loss=0.4493 upd_norm=0.5427 disp=107.5270 sampler=0.0077 lr=0.000107
  EMIT ckpt step=4988 reason=displacement on_ladder=True -> step00004988.pt
  EMIT ckpt step=4993 reason=displacement on_ladder=True -> step00004993.pt
  EMIT ckpt step=4998 reason=displacement on_ladder=True -> step00004998.pt
  VAL step=5000 (p2=3100) val_loss=0.3762 auc_pr_mean=0.7393
  EMIT ckpt step=5003 reason=displacement on_ladder=True -> step00005003.pt
  [320/557] loss=0.4768 upd_norm=1.4777 disp=107.5842 sampler=0.0072 lr=0.000105
  EMIT ckpt step=5008 reason=displacement on_ladder=True -> step00005008.pt
  EMIT ckpt step=5013 reason=displacement on_ladder=True -> step00005013.pt
  EMIT ckpt step=5018 reason=displacement on_ladder=True -> step00005018.pt
  EMIT ckpt step=5023 reason=displacement on_ladder=True -> step00005023.pt
  [340/557] loss=0.4328 upd_norm=0.5016 disp=107.6406 sampler=0.0067 lr=0.000102
  EMIT ckpt step=5028 reason=displacement on_ladder=True -> step00005028.pt
  EMIT ckpt step=5033 reason=displacement on_ladder=True -> step00005033.pt
  EMIT ckpt step=5038 reason=displacement on_ladder=True -> step00005038.pt
  EMIT ckpt step=5043 reason=displacement on_ladder=True -> step00005043.pt
  [360/557] loss=0.4881 upd_norm=1.3156 disp=107.7013 sampler=0.0072 lr=0.000099
  EMIT ckpt step=5048 reason=displacement on_ladder=True -> step00005048.pt
  EMIT ckpt step=5053 reason=displacement on_ladder=True -> step00005053.pt
  EMIT ckpt step=5058 reason=displacement on_ladder=True -> step00005058.pt
  EMIT ckpt step=5063 reason=displacement on_ladder=True -> step00005063.pt
  [380/557] loss=0.4287 upd_norm=0.5606 disp=107.7467 sampler=0.0072 lr=0.000096
  EMIT ckpt step=5068 reason=displacement on_ladder=True -> step00005068.pt
  EMIT ckpt step=5073 reason=displacement on_ladder=True -> step00005073.pt
  EMIT ckpt step=5078 reason=displacement on_ladder=True -> step00005078.pt
  EMIT ckpt step=5083 reason=displacement on_ladder=True -> step00005083.pt
  [400/557] loss=0.4293 upd_norm=0.8054 disp=107.8062 sampler=0.0065 lr=0.000093
  EMIT ckpt step=5088 reason=displacement on_ladder=True -> step00005088.pt
  EMIT ckpt step=5093 reason=displacement on_ladder=True -> step00005093.pt
  EMIT ckpt step=5098 reason=displacement on_ladder=True -> step00005098.pt
  VAL step=5100 (p2=3200) val_loss=0.3675 auc_pr_mean=0.7426
  EMIT ckpt step=5103 reason=displacement on_ladder=True -> step00005103.pt
  [420/557] loss=0.4279 upd_norm=0.6146 disp=107.8522 sampler=0.0072 lr=0.000090
  EMIT ckpt step=5108 reason=displacement on_ladder=True -> step00005108.pt
  EMIT ckpt step=5114 reason=displacement on_ladder=True -> step00005114.pt
  EMIT ckpt step=5120 reason=displacement on_ladder=True -> step00005120.pt
  EMIT ckpt step=5126 reason=displacement on_ladder=True -> step00005126.pt
  [440/557] loss=0.4491 upd_norm=0.3582 disp=107.8984 sampler=0.0105 lr=0.000088
  EMIT ckpt step=5132 reason=displacement on_ladder=True -> step00005132.pt
  EMIT ckpt step=5138 reason=displacement on_ladder=True -> step00005138.pt
  EMIT ckpt step=5143 reason=displacement on_ladder=True -> step00005143.pt
  [460/557] loss=0.4270 upd_norm=0.6526 disp=107.9469 sampler=0.0069 lr=0.000085
  EMIT ckpt step=5148 reason=displacement on_ladder=True -> step00005148.pt
  EMIT ckpt step=5153 reason=displacement on_ladder=True -> step00005153.pt
  EMIT ckpt step=5159 reason=displacement on_ladder=True -> step00005159.pt
  EMIT ckpt step=5165 reason=displacement on_ladder=True -> step00005165.pt
  [480/557] loss=0.4205 upd_norm=0.4803 disp=107.9862 sampler=0.0024 lr=0.000082
  EMIT ckpt step=5170 reason=displacement on_ladder=True -> step00005170.pt
  EMIT ckpt step=5176 reason=displacement on_ladder=True -> step00005176.pt
  EMIT ckpt step=5182 reason=displacement on_ladder=True -> step00005182.pt
  [500/557] loss=0.4245 upd_norm=0.5897 disp=108.0188 sampler=0.0072 lr=0.000080
  EMIT ckpt step=5188 reason=displacement on_ladder=True -> step00005188.pt
  EMIT ckpt step=5194 reason=displacement on_ladder=True -> step00005194.pt
  EMIT ckpt step=5200 reason=displacement on_ladder=True -> step00005200.pt
  VAL step=5200 (p2=3300) val_loss=0.3664 auc_pr_mean=0.7418
  [520/557] loss=0.4433 upd_norm=0.5481 disp=108.0598 sampler=0.0093 lr=0.000077
  EMIT ckpt step=5207 reason=displacement on_ladder=True -> step00005207.pt
  EMIT ckpt step=5213 reason=displacement on_ladder=True -> step00005213.pt
  EMIT ckpt step=5219 reason=displacement on_ladder=True -> step00005219.pt
  EMIT ckpt step=5225 reason=displacement on_ladder=True -> step00005225.pt
  [540/557] loss=0.4371 upd_norm=0.4903 disp=108.0885 sampler=0.0020 lr=0.000075
  EMIT ckpt step=5230 reason=displacement on_ladder=True -> step00005230.pt
  EMIT ckpt step=5235 reason=displacement on_ladder=True -> step00005235.pt
  EMIT ckpt step=5241 reason=displacement on_ladder=True -> step00005241.pt
  EMIT ckpt step=5242 reason=epoch_end on_ladder=True -> step00005242.pt

--- Phase 2, Epoch 13 (P2 epoch 6) ---
  [0/557] loss=0.4047 upd_norm=0.9725 disp=108.1205 sampler=0.0020 lr=0.000073
  EMIT ckpt step=5247 reason=displacement on_ladder=True -> step00005247.pt
  EMIT ckpt step=5252 reason=displacement on_ladder=True -> step00005252.pt
  EMIT ckpt step=5258 reason=displacement on_ladder=True -> step00005258.pt
  [20/557] loss=0.4690 upd_norm=0.5200 disp=108.1583 sampler=0.0086 lr=0.000070
  EMIT ckpt step=5265 reason=displacement on_ladder=True -> step00005265.pt
  EMIT ckpt step=5271 reason=displacement on_ladder=True -> step00005271.pt
